Código;Tipo de foco;Pais;CCAA;Provincia;Comarca Ganadera (en focos nacionales);Región (en focos extranjeros);Municipio;UVL;Enfermedad;Nº de Especies Afectadas;Serotipo;Especie;Sensibles;Afectados;Fecha de confirmación
2022/27  ;Primario;España;ARAGÓN;TERUEL;CALAMOCHA;;Calamocha;Teruel;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;685;1;23/12/2022
2023/6   ;Primario;España;EXTREMADURA;BADAJOZ;CASTUERA;;Cabeza del Buey;Badajoz;Lengua azul;1;04;Caprinos;260;3;17/01/2023
2023/5   ;Primario;España;EXTREMADURA;BADAJOZ;MERIDA;;Villagonzalo;Badajoz;Lengua azul;1;04;Caprinos;33;2;17/01/2023
2023/4   ;Primario;España;EXTREMADURA;BADAJOZ;HERRERA DEL DUQUE;;Garbayuela;Badajoz;Lengua azul;1;04;Bovinos;114;2;17/01/2023
2023/1   ;Primario;España;ASTURIAS;ASTURIAS;GRADO;;Proaza;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;204;3;12/01/2023
2022/75  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;BÉJAR;;Cerro, El;Salamanca;Lengua azul;1;04;Caprinos;11;0;20/12/2022
2022/74  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;LUMBRALES;;Fuenteliante;Salamanca;Lengua azul;1;04;Bovinos;136;0;09/12/2022
2022/73  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;;Ciudad Rodrigo;Ciudad Rodrigo;Lengua azul;1;04;Caprinos;22;0;21/12/2022
2022/72  ;Primario;España;CASTILLA Y LEÓN;ÁVILA;SOTILLO DE LA ADRADA;;Casavieja;Ávila;Lengua azul;1;04;Ovinos;300;0;21/12/2022
2023/4   ;Primario;España;GALICIA;A CORUÑA;A CORUÑA;;Sada;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;09/01/2023
2023/3   ;Primario;España;GALICIA;A CORUÑA;A CORUÑA;;Coruña, A;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;09/01/2023
2023/2   ;Primario;España;GALICIA;PONTEVEDRA;O SALNÉS;;Vilagarcía de Arousa;Pontevedra;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;09/01/2023
2023/1   ;Primario;España;GALICIA;LUGO;A MARIÑA OCCIDENTAL;;Xove;Lugo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;3;3;09/01/2023
2023/3   ;Primario;España;ANDALUCÍA;CÓRDOBA;BAENA,GUADAJOZ Y CAMPIÑA ESTE;;Baena;Córdoba;Lengua azul;1;04;Caprinos;69;0;04/01/2023
2023/2   ;Primario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;;Benaocaz;Cádiz;Lengua azul;1;04;Caprinos;341;0;04/01/2023
2023/1   ;Primario;España;ANDALUCÍA;CÁDIZ;SIERRA DE CÁDIZ;;Ubrique;Cádiz;Lengua azul;1;04;Caprinos;125;0;04/01/2023
2022/9   ;Primario;España;ASTURIAS;ASTURIAS;TINEO;;Tineo;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;67;3;23/12/2022
2022/8   ;Primario;España;ASTURIAS;ASTURIAS;RIBADESELLA;;Parres;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;94;0;23/12/2022
2022/71  ;Primario;España;EXTREMADURA;BADAJOZ;BADAJOZ;;Badajoz;Badajoz;Lengua azul;1;04;Caprinos;16;1;28/12/2022
2022/70  ;Primario;España;EXTREMADURA;BADAJOZ;CASTUERA;;Capilla;Badajoz;Lengua azul;1;04;Caprinos;10;4;22/12/2022
2022/69  ;Primario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);;Gaucín;Málaga;Lengua azul;1;04;Ovinos;119;2;28/12/2022
2022/151 ;Primario;España;CANTABRIA;CANTABRIA;GAMA (BARCENA DE CICERO);;Laredo;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;29/12/2022
2022/150 ;Primario;España;CATALUÑA;BARCELONA;BARCELONES (BARCELONA);;Barcelona;Barcelona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;3;3;29/12/2022
2022/149 ;Primario;España;CATALUÑA;BARCELONA;VALLES ORIENTAL (GRANOLLERS);;Montornès del Vallès;Barcelona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;29/12/2022
2022/148 ;Primario;España;CATALUÑA;BARCELONA;BARCELONES (BARCELONA);;Barcelona;Barcelona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;29/12/2022
2022/147 ;Primario;España;ARAGÓN;ZARAGOZA;ZARAGOZA;;Zaragoza;Zaragoza;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;23/12/2022
2022/26  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;VITIGUDINO;;Mieza;Salamanca;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;130;1;02/12/2022
2022/25  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;FUENTE DE SAN ESTEBAN LA;;Fuente de San Esteban, La;Salamanca;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;568;1;13/12/2022
2022/68  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TORRIJOS;;Nombela;Toledo;Lengua azul;1;04;Bovinos;36;0;05/12/2022
2022/67  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;San José del Valle;Cádiz;Lengua azul;1;04;Caprinos;719;2;19/12/2022
2022/37  ;Primario;España;CASTILLA Y LEÓN;VALLADOLID;VALLADOLID;;Cistérniga;Valladolid;Influenza Aviar de Alta Patogenicidad en Aves de Corral;1;H5N1;Aves de corral;1487;800;20/12/2022
2022/146 ;Primario;España;GALICIA;PONTEVEDRA;VIGO-O BAIXO MIÑO;;Vigo;Pontevedra;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;16/12/2022
2022/145 ;Primario;España;CATALUÑA;GIRONA;ALT EMPORDA (FIGUERES);;Castelló d'Empúries;Girona;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;16/12/2022
2022/65  ;Primario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Garvín;Badajoz;Lengua azul;1;04;Silvestres (salvo jabalíes y aves);1;1;09/12/2022
2022/144 ;Primario;España;ARAGÓN;ZARAGOZA;ZARAGOZA;;Zaragoza;Zaragoza;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;01/12/2022
2022/11  ;Primario;España;ANDALUCÍA;MÁLAGA;RONDA (RONDA);;Gaucín;Málaga;Enfermedad hemorrágica epizoótica;1;;Bovinos;79;4;09/12/2022
2022/64  ;Primario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);;Casares;Málaga;Lengua azul;1;04;Caprinos;77;0;07/12/2022
2022/63  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Jerez de la Frontera;Cádiz;Lengua azul;1;04;Bovinos;591;0;07/12/2022
2022/62  ;Primario;España;ANDALUCÍA;MÁLAGA;ESTEPONA (COSTA DE MALAGA);;Casares;Málaga;Lengua azul;1;04;Caprinos;426;0;07/12/2022
2022/24  ;Primario;España;CASTILLA LA MANCHA;ALBACETE;HELLÍN;;Ontur;Albacete;Scrapie, Tembladera o Prúrigo Lumbar;2;;Caprinos, Ovinos;375 / 65;0 / 1;22/11/2022
2022/61  ;Primario;España;ANDALUCÍA;CÁDIZ;LITORAL;;Puerto Real;Cádiz;Lengua azul;1;04;Caprinos;424;0;01/12/2022
2022/60  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Castellar de la Frontera;Cádiz;Lengua azul;1;04;Bovinos;471;0;01/12/2022
2022/143 ;Primario;España;GALICIA;LUGO;A MARIÑA OCCIDENTAL;;Xove;Lugo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;3;3;01/12/2022
2022/59  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TALAVERA DE LA REINA;;Pelahustán;Toledo;Lengua azul;1;04;Bovinos;112;0;29/11/2022
2022/141 ;Primario;España;GALICIA;A CORUÑA;A CORUÑA;;Sada;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;28/11/2022
2022/17  ;Primario;España;ANDALUCÍA;SEVILLA;CANTILLANA (VEGA DE SEVILLA);;Cantillana;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;2;1;01/12/2022
2022/16  ;Primario;España;ANDALUCÍA;SEVILLA;UTRERA (BAJO GUADALQUIVIR);;Dos Hermanas;Sevilla;Fiebre del Nilo Occidental (West Nile);1;;Equidos;89;1;01/12/2022
2022/23  ;Primario;España;ARAGÓN;ZARAGOZA;BORJA;;Mallén;Zaragoza;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;419;1;25/11/2022
2022/10  ;Primario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);;Almadén de la Plata;Sevilla;Enfermedad hemorrágica epizoótica;1;;Bovinos;45;1;22/11/2022
2022/9   ;Primario;España;EXTREMADURA;BADAJOZ;JEREZ DE LOS CABALLEROS;;Villanueva del Fresno;Badajoz;Enfermedad hemorrágica epizoótica;1;;Bovinos;58;1;30/11/2022
2022/58  ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;San Roque;Cádiz;Lengua azul;1;04;Bovinos;102;0;21/11/2022
2022/53  ;Primario;España;ANDALUCÍA;CÓRDOBA;MONTORO (ALTO GUADALQUIVIR);;Montoro;Córdoba;Lengua azul;1;04;Caprinos;287;0;28/11/2022
2022/57  ;Primario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Añora;Córdoba;Lengua azul;1;04;Bovinos;528;0;28/11/2022
2022/56  ;Primario;España;ANDALUCÍA;JAÉN;JAEN (CAMPIÑA DE JAEN);;Mengíbar;Jaén;Lengua azul;1;04;Bovinos;525;0;28/11/2022
2022/55  ;Primario;España;ANDALUCÍA;JAÉN;ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN);;Andújar;Jaén;Lengua azul;1;04;Ovinos;48;0;28/11/2022
2022/54  ;Primario;España;ANDALUCÍA;JAÉN;LINARES (SIERRA MORENA/CAMPIÑA JAEN);;Linares;Jaén;Lengua azul;1;04;Caprinos;1851;0;28/11/2022
2022/8   ;Primario;España;ANDALUCÍA;SEVILLA;CANTILLANA (VEGA DE SEVILLA);;Lora del Río;Sevilla;Enfermedad hemorrágica epizoótica;1;;Bovinos;82;1;28/11/2022
2022/7   ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);;Almonte;Huelva;Enfermedad hemorrágica epizoótica;1;;Bovinos;9;1;28/11/2022
2022/6   ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);;Almonte;Huelva;Enfermedad hemorrágica epizoótica;1;;Bovinos;56;1;28/11/2022
2022/5   ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);;Almonte;Huelva;Enfermedad hemorrágica epizoótica;1;;Bovinos;70;1;28/11/2022
2022/4   ;Primario;España;ANDALUCÍA;HUELVA;ALMONTE (ENTORNO DE DOÑANA);;Hinojos;Huelva;Enfermedad hemorrágica epizoótica;1;;Bovinos;110;1;28/11/2022
2022/3   ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPIÑA;;Algar;Cádiz;Enfermedad hemorrágica epizoótica;1;;Bovinos;41;3;28/11/2022
2022/52  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TALAVERA DE LA REINA;;Segurilla;Talavera De La Reina;Lengua azul;1;04;Bovinos;48;0;22/11/2022
2022/23  ;Secundario;España;CASTILLA LA MANCHA;CUENCA;MOTILLA DEL PALANCAR;;Tébar;Cuenca;Viruela ovina y viruela caprina;1;;Ovinos;820;30;28/11/2022
2022/22  ;Secundario;España;CASTILLA LA MANCHA;CUENCA;SAN CLEMENTE;;Alberca de Záncara, La;Cuenca;Viruela ovina y viruela caprina;1;;Ovinos;1519;15;28/11/2022
2022/22  ;Primario;España;MURCIA;MURCIA;ALTIPLANO (JUMILLA);;Blanca;Murcia;Scrapie, Tembladera o Prúrigo Lumbar;2;;Caprinos, Ovinos;1109 / 28;0 / 1;02/11/2022
2022/140 ;Primario;España;PAÍS VASCO;ÁLAVA;ARABA-ALAVA;;Iruña Oka/Iruña de Oca;Vitoria;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;2;2;28/11/2022
2022/21  ;Primario;España;CASTILLA Y LEÓN;ZAMORA;ZAMORA;;Torres del Carrizal;Zamora;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;3138;1;28/11/2022
2022/139 ;Primario;España;MURCIA;MURCIA;HUERTA-MURCIA (MURCIA);;Murcia;Murcia;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;28/11/2022
2022/138 ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;SALAMANCA;;Salamanca;Salamanca;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;2;2;10/11/2022
2022/137 ;Primario;España;CANTABRIA;CANTABRIA;GAMA (BARCENA DE CICERO);;Santoña;Santander;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;22/11/2022
2022/2   ;Primario;España;ANDALUCÍA;CÁDIZ;CAMPO DE GIBRALTAR;;Jimena de la Frontera;Cádiz;Enfermedad hemorrágica epizoótica;1;;Bovinos;139;6;18/11/2022
2022/1   ;Primario;España;ANDALUCÍA;SEVILLA;CAZALLA DE LA SIERRA (SIERRA NORTE);;Pedroso, El;Sevilla;Enfermedad hemorrágica epizoótica;1;;Bovinos;1098;6;18/11/2022
2022/51  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TORRIJOS;;Almorox;Toledo;Lengua azul;1;04;Bovinos;689;0;07/11/2022
2022/4   ;Secundario;España;ASTURIAS;ASTURIAS;CANGAS DE ONIS;;Cangas de Onís;Oviedo;Carbunco bacteridiano;1;;Bovinos;152;3;17/11/2022
2022/20  ;Primario;España;NAVARRA;NAVARRA;ELIZONDO;;Baztan;Pamplona;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;253;1;14/11/2022
2022/50  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;;Caleruela;Toledo;Lengua azul;1;04;Ovinos;128;3;15/11/2022
2022/49  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;;Valdeverdeja;Toledo;Lengua azul;1;04;Ovinos;516;2;15/11/2022
2022/48  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;;Oropesa;Toledo;Lengua azul;1;04;Ovinos;20;2;15/11/2022
2022/47  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;;Oropesa;Toledo;Lengua azul;1;04;Ovinos;69;69;15/11/2022
2022/46  ;Primario;España;CASTILLA Y LEÓN;ÁVILA;CANDELEDA;;Candeleda;Ávila;Lengua azul;1;04;Bovinos;82;0;15/11/2022
2022/45  ;Primario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Carcaboso;Badajoz;Lengua azul;1;04;Bovinos;145;4;11/11/2022
2022/44  ;Primario;España;EXTREMADURA;BADAJOZ;BADAJOZ;;Badajoz;Badajoz;Lengua azul;1;04;Caprinos;308;3;11/11/2022
2022/43  ;Primario;España;EXTREMADURA;CÁCERES;TRUJILLO;;Trujillo;Badajoz;Lengua azul;1;04;Bovinos;1786;1;11/11/2022
2022/135 ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;;Mutriku;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;11/10/2022
2022/134 ;Primario;España;PAÍS VASCO;ÁLAVA;ARABA-ALAVA;;Vitoria-Gasteiz;Vitoria;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;3;3;25/10/2022
2022/39  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;FUENTE DE SAN ESTEBAN LA;;Castraz;Salamanca;Lengua azul;1;04;Bovinos;347;0;11/11/2022
2022/42  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;FUENTE DE SAN ESTEBAN LA;;Buenamadre;Salamanca;Lengua azul;1;04;Bovinos;222;0;11/11/2022
2022/41  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;TAMAMES;;Tejeda y Segoyuela;Salamanca;Lengua azul;1;04;Bovinos;475;0;11/11/2022
2022/40  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;FUENTE DE SAN ESTEBAN LA;;Villalba de los Llanos;Salamanca;Lengua azul;1;04;Bovinos;108;0;11/11/2022
2022/38  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;;Ciudad Rodrigo;Ciudad Rodrigo;Lengua azul;1;04;Bovinos;10;0;08/11/2022
2022/133 ;Primario;España;GALICIA;A CORUÑA;ORDES;;Cerceda;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;2;2;10/11/2022
2022/15  ;Primario;España;CATALUÑA;LLEIDA;SEGRIA (LLEIDA);;Torres de Segre;Lleida;Fiebre del Nilo Occidental (West Nile);1;;Aves silvestres;1;1;03/11/2022
2022/7   ;Primario;España;ASTURIAS;ASTURIAS;SIERO;;Llanera;Oviedo;Mycobacterium tuberculosis (Inf. por el complejo);1;;Bovinos;24;1;09/11/2022
2022/19  ;Primario;España;CASTILLA Y LEÓN;LEÓN;CISTIERNA;;Prado de la Guzpeña;León;Scrapie, Tembladera o Prúrigo Lumbar;1;;Caprinos;326;1;07/11/2022
2022/37  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TALAVERA DE LA REINA;;Talavera de la Reina;Talavera De La Reina;Lengua azul;1;04;Bovinos;95;0;07/11/2022
2022/3   ;Primario;España;ASTURIAS;ASTURIAS;CANGAS DE ONIS;;Onís;Oviedo;Carbunco bacteridiano;1;;Bovinos;136;1;04/11/2022
2022/14  ;Primario;España;CASTILLA Y LEÓN;ÁVILA;EL BARRACO;;Barraco, El;Ávila;Fiebre del Nilo Occidental (West Nile);1;;Aves silvestres;1;1;27/10/2022
2022/132 ;Primario;España;GALICIA;LUGO;A MARIÑA OCCIDENTAL;;Viveiro;Lugo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;07/11/2022
2022/131 ;Primario;España;GALICIA;A CORUÑA;XALLAS-MUROS;;Carnota;Coruña;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;14/10/2022
2022/130 ;Primario;España;GALICIA;LUGO;A MARIÑA CENTRAL;;Foz;Lugo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;14/10/2022
2022/129 ;Primario;España;GALICIA;PONTEVEDRA;VIGO-O BAIXO MIÑO;;Oia;Pontevedra;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;28/10/2022
2022/36  ;Primario;España;CASTILLA Y LEÓN;ÁVILA;CANDELEDA;;Candeleda;Ávila;Lengua azul;1;04;Ovinos;203;31;07/11/2022
2022/21  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);;Benamaurel;Granada;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;149 / 18;0 / 1;07/11/2022
2022/20  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);;Benamaurel;Granada;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;206 / 26;0 / 20;07/11/2022
2022/35  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;;Torrico;Toledo;Lengua azul;1;04;Ovinos;1368;0;04/11/2022
2022/34  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;;Calzada de Oropesa;Toledo;Lengua azul;2;04;Bovinos, Ovinos;105 / 311;0 / 2;02/11/2022
2022/33  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;BELVIS DE LA JARA;;Estrella, La;Toledo;Lengua azul;1;04;Ovinos;430;4;02/11/2022
2022/32  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;BELVIS DE LA JARA;;Estrella, La;Toledo;Lengua azul;1;04;Ovinos;300;11;02/11/2022
2022/18  ;Primario;España;ASTURIAS;ASTURIAS;LENA;;Morcín;Oviedo;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;8;1;02/11/2022
2022/31  ;Primario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Membrío;Badajoz;Lengua azul;1;04;Ovinos;4770;27;02/11/2022
2022/17  ;Primario;España;ARAGÓN;TERUEL;ALCAÑIZ;;Alcañiz;Teruel;Scrapie, Tembladera o Prúrigo Lumbar;1;;Ovinos;1296;1;27/10/2022
2022/128 ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;;Santurtzi;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;28/10/2022
2022/13  ;Primario;España;CATALUÑA;LLEIDA;PLA D'URGELL (MOLLERUSSA);;Bellvís;Lleida;Fiebre del Nilo Occidental (West Nile);1;;Aves silvestres;1;1;28/10/2022
2022/12  ;Primario;España;CATALUÑA;LLEIDA;SEGRIA (LLEIDA);;Torres de Segre;Lleida;Fiebre del Nilo Occidental (West Nile);1;;Aves silvestres;1;1;28/10/2022
2022/11  ;Primario;España;CATALUÑA;LLEIDA;SEGRIA (LLEIDA);;Alpicat;Lleida;Fiebre del Nilo Occidental (West Nile);1;;Aves silvestres;1;1;28/10/2022
2022/30  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;;Saelices el Chico;Ciudad Rodrigo;Lengua azul;1;04;Bovinos;234;10;02/11/2022
2022/29  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;SEQUEROS;;Sotoserrano;Salamanca;Lengua azul;1;04;Caprinos;56;7;02/11/2022
2022/28  ;Primario;España;ANDALUCÍA;MÁLAGA;CARTAMA (GUADAHORCE OCC.);;Alozaina;Málaga;Lengua azul;1;04;Bovinos;243;0;31/10/2022
2022/19  ;Primario;España;ANDALUCÍA;GRANADA;BAZA (ALTIPLANICIE SUR);;Benamaurel;Granada;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;30 / 364;0 / 30;02/11/2022
2022/18  ;Primario;España;ANDALUCÍA;ALMERÍA;ALTO ALMANZORA;;Oria;Almería;Viruela ovina y viruela caprina;2;;Caprinos, Ovinos;9 / 97;0 / 15;31/10/2022
2022/27  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;BELVIS DE LA JARA;;Belvís de la Jara;Toledo;Lengua azul;1;04;Caprinos;102;0;27/10/2022
2022/26  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;TALAVERA DE LA REINA;;Talavera de la Reina;Talavera De La Reina;Lengua azul;1;04;Bovinos;118;0;27/10/2022
2022/25  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;;Oropesa;Toledo;Lengua azul;1;04;Ovinos;1202;15;27/10/2022
2022/24  ;Primario;España;EXTREMADURA;CÁCERES;CORIA;;Portezuelo;Badajoz;Lengua azul;1;04;Bovinos;357;10;21/10/2022
2022/23  ;Primario;España;ANDALUCÍA;CÓRDOBA;MONTORO (ALTO GUADALQUIVIR);;Montoro;Córdoba;Lengua azul;1;04;Ovinos;134;0;26/10/2022
2022/22  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;;Torrico;Toledo;Lengua azul;1;04;Ovinos;526;6;25/10/2022
2022/21  ;Primario;España;CASTILLA LA MANCHA;TOLEDO;OROPESA;;Oropesa;Toledo;Lengua azul;1;04;Ovinos;1671;10;25/10/2022
2022/127 ;Primario;España;ASTURIAS;ASTURIAS;VILLAVICIOSA;;Villaviciosa;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;21/10/2022
2022/126 ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;;Zierbena;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;21/10/2022
2022/125 ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;;Lemoiz;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;19/10/2022
2022/124 ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;;Bakio;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;19/10/2022
2022/123 ;Primario;España;PAÍS VASCO;BIZKAIA;BIZKAIA;;Gorliz;Bilbao;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;11/10/2022
2022/122 ;Primario;España;PAÍS VASCO;ÁLAVA;ARABA-ALAVA;;Vitoria-Gasteiz;Vitoria;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;21/10/2022
2022/121 ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;;Irun;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;21/10/2022
2022/120 ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;;Gaztelu;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;21/10/2022
2022/119 ;Primario;España;PAÍS VASCO;GIPUZKOA;GIPUZKOA;;Mutriku;San Sebastián;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;20/10/2022
2022/118 ;Primario;España;ASTURIAS;ASTURIAS;GIJON;;Gijón;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;21/10/2022
2022/117 ;Primario;España;ASTURIAS;ASTURIAS;PRAVIA;;Castrillón;Oviedo;Influenza Aviar de Alta Patogenicidad en Aves Silvestres;1;H5N1;Aves silvestres;1;1;21/10/2022
2022/20  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;;Ciudad Rodrigo;Ciudad Rodrigo;Lengua azul;1;04;Ovinos;56;6;18/10/2022
2022/19  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;;Ciudad Rodrigo;Ciudad Rodrigo;Lengua azul;1;04;Ovinos;192;12;18/10/2022
2022/18  ;Primario;España;CASTILLA Y LEÓN;SALAMANCA;CIUDAD RODRIGO;;Ciudad Rodrigo;Ciudad Rodrigo;Lengua azul;1;04;Ovinos;100;4;18/10/2022
2022/3   ;Primario;España;ANDALUCÍA;HUELVA;CORTEGANA (SIERRA OCCIDENTAL);;Nava, La;Huelva;Enfermedad de Aujeszky;1;;Porcinos;136;0;20/10/2022
